ألف		ألف	"ألف-ألف [أ ل ف] (مص. ألف). ""كان بينهما إلف ومحبة"" : ألفة، صداقة."
حوار		حور	"حوار-حوار [ح و ر] (مص. حاور). 1. ""جرى بينهما حوار"" : نقاش، جدال. 2. ""لم يكن الحوار معه مجديا"" : المحادثة. 3. ""اعتمد حوار الرواية على الجدية والسخرية"": ما تتحاور به شخصيات الرواية وما شابه ذلك من كلام. ""الحوار عنصر من العناصر الفنية للقصة والمسرحية والرواية""."
خوار		خور	"خوار-خوار [خ و ر] (مص. خار). 1.""كنا نسمع خوار البقر"": أي صوت البقر.طه آية 88 فأخرج لهم عجلا جسدا له خوار (قرآن). 2.""اختلط خوار الغنم والظباء وسط الحظيرة"": صوت كل من الغنم والظباء."
تكنية		كني	"تكنية-تكنية [ك ن ي] (مص. كنى). ""تكنية الرجل"" : تسميته."
تسنن		سنن	"تسنن-تسنن [س ن ن] (مص. تسنن). 1.""التسنن بالسنن"": الاهتداء والعمل بها. 2.""تسنن الفقيه"" : تقيده بالسنة."
محاذاة		حذو	"محاذاة-محاذاة [ح ذ و] (مص. حاذى). ""تمتد السكة الحديدية لمسافة طويلة بمحاذاة النهر"" : بإزائه، بمقابله."
سماحة		سمح	"سماحة-سماحة [س م ح] (مص. سمح، سمح). 1. ""سماحة الشيخ"" : لقب"
جد		جدد	"جد-جد [ج د د] (مص. جد). 1.""لا يفرق بين الجد والهزل"" : الرصانة، الرزانة. 2. ""اشتغل بجد واهتمام"" : بكد، باجتهاد. 3. ""رجل عظيم جدا"": في منتهى العظمة"
غي		غوي	غي-غي [غ و ي] (مص. غوى).البقرة آية 256 قد تبين الرشد من الغي . (قرآن)
تناوب		نوب	"تناوب-تناوب [ن و ب] (مص. تناوب). 1. ""التناوب على الحراسة"" : التعاقب. 2. ""بالتناوب"" : بالتداول، بالتتابع. 3.""حك"
تبديل		بدل	"تبديل-تبديل [ب د ل] (مص. بدل). ""لا تبديل في أوقات العمل"": لا تغيير.يونس آية 64 لا تبديل لكلمات اللهفاطر آية 43 فلن تجد لسنة الله تبديلا (قرآن)."
تضخيم		ضخم	"تضخيم-تضخيم [ض خ م] (مص. ضخم). 1.""في كلامه تضخيم لما حدث"" : إعطاؤه حجما ضخما، كبيرا. 2.""تضخيم الحجم"" : تكبيره جدا."
تم		تمم	"(مص. تم). 1.""عمل تم"" : تام، كامل. 2.: الفأس. 3.: آلة تضرب بها الأرض ويجرف بها التراب."
تحلي		حلي	"تحل-تحل، التحلي [ح ل ي] (مص. تحلى). 1.""تحلي المرأة بالجواهر"" : تزينها. 2.""التحلي بالصبر"" : الاتصاف به. 3.""اترك التحلي بما لاقدرة لك عليه"" : الادعاء ."
ربط		ربط	Tn
إرساء		رسو	"إرساء-إرساء [ر س و] (مص.. أرسى). ""إرساء السفينة في المرسى"" : إيقافها."
سورة		سور	"سورة-سورة [س و ر]. 1.""له عندك سورة"" : منزلة، مكانة. 2.""رتل سورة من الق"
تحرك		حرك	"تحرك-تحرك [ح ر ك] (مص. تحرك). 1.""تحرك القطار"" : بداية انطلاقه. 2.""تحرك أغصان الشجرة"" : اهتزازها. 3.""تحرك عواطفه شوقا"" : اختلاجها ."
تعلي		علو	"تعل-تعل، التعلي [ع ل و] (مص. تعلى). ""تعلي البناء"" : علوه، ارتفاعه."
إعلان		علن	"(مص. أعلن). 1.""الإعلان عن خبر"" : إذاعته، نشره. 2. ""إعلان الحرب"" : شنها، إشعالها. 3. ""إعلان حقيقة"" : الجهر بها. 4. ""نشرت الشركة إعلانا تجاريا في الصحافة"" : إشهارا، بيانا تعلن فيه عن سلعة أو بيان يتضمن معلومات للترويج لها. 5. ""هذه اللوحة خاصة بالإعلانات"" : بالبيانات أو الإعلانات الإدارية."
إزالة		زول	"إزالة-إزالة [ز و ل] (مص. أزال). 1. ""إزالة الحواجز"" : تنحيتها. 2.""إزالة الأوساخ عن الثوب"" : محوها، تنظيفها."
بر		برر	"(مص. بر). 1.""كان برا في قوله"" : صادقا. 2.""هو البر الرحيم"" : من أسما"
عل		علل	"عل-عل [ع ل ل] (مص. عل). 1.""ولد عل"" : متقبض الجلد من مرض، أو نحيف الجسم. 2.""رجل عل"" : لا خير عنده. 3.""هو عل"" : يزور النساء كثيرا. 4. : تيس عظيم ضخم."
ظهور		ظهر	Tn
إلحاق		لحق	"إلحاق-إلحاق [ل ح ق] (مص. ألحق). 1.""إلحاقه بمجموعة أخرى"" : جعله يلتحق. ضمه إلى... 2.""إلحاق موظف آخر بالقسم الإداري"" : تعيينه، ضمه، توظيفه. 3.""إلحاق خسائر بالعدو"" : تكبيده خسائر، إنزالها به. "
طب		طبب	"طب-طب [ط ب ب] (مص. طب). 1.""صانع طب"" : ماهر، حاذق. 2.""أتى الشيء طبا"
عد		عدد	"(مص. عد). ""وصلت أعداد غفيرة من الناس"" : الكثرة منهم."
إقرار		قرر	"إقرار-إقرار [ق ر ر] (مص. أقر). ""مع الزمن تم إقرار أعراف جديدة"" : أي الخضوع والاعتراف. ""الإقرار بالذنب فضيلة""."
دق		دقق	"دق-دق [د ق ق] (مص. دق). ""دق السكر"" : تفتيته قطعا صغيرة."
تقوس		قوس	"تقوس-تقوس [ق و س] (مص. تقوس). ""تقوس الظهر"" : صيره كالقوس."
أبنية		بني	Tn
رش		رشش	"(مص. رش). 1."" لم تعرف السنة إلا رشا طفيفا"" : مطرا قليلا. 2.""عربة الرش"" : عربة تقذف بالماء رشاشا في الطرقات. 3.""طائرة الرش"" : طائرة لرجال المطافئ ترش جوا الحريق لإطفائه عندما يتعذر ذلك على الأرض، كما يستخدم هذا النوع من الطائرات في مقاومة الجراد والحشرات."
طق		طقق	"طق-طق [ط ق ق] (مص. طق). ""كنا نسمع من بعيد طق الحجر"" : أي صوت الحجر عندما يقع على الحجر."
ربع		ربع	"(مص. ربع). 1. ""أقاموا في الربع"" : الموضع ينزل فيه زمن الربيع. 2.""غادر الربع"" : المدار، الحي. 3. ""ولد ربع"" : متوسط القامة. 4.""يمارس رياضة الربع"" : نوع من أنواع الرياضة البدنية يرفع فيه الرباع الأثقال امتحانا لقوته."
حل		حلل	"(مص. حل). 1. ""يساعده على حل مشاكله"" : يساعده ليجد لها مخرجا، يسويها. 2.""هو من أهل الحل والربط"" : من بيدهم السلطة والنفوذ. ""أهل الحل والعقد"". 3. ""يصاحبه في حله وترحاله"" : يرافقه إلى كل مكان وفي كل عمل يعمله. 4. ""قرر حل المنظمة"" : أي شل، إلغاء نشاطها القانوني."
تب		تبب	"تب-تب [ت ب ب] (مص. تب). ""تبا له"" : هلاكا وخسرانا له."
ترتيب		رتب	"(مص. رتب). 1.""يحافظ على ترتيب غرفته"" : على تنظيمها، تنسيقها. ""يشتغل من غير ترتيب"". 2.""حافظ على ترتيبه الأول"" : على رتبته الأولى. 3.""بالترتيب"" : واحدا واحدا ."
صف		صفف	"(مص. صف). 1.""صف الأشجار"" : خط مستقيم منها تتخلل فجواته أشجار. 2.""اصطف التلاميذ صفا"" : وقف كل واحد منهم وراء الآخر وكونوا خطا مستقيما. 3.""الصف المدرسي الرابع"" : مجموعة من التلامي"
قال		قول	"قال-قال [ق و ل] (مص. قال). ""ما هذا القال والقيل "": ما يقوله الناس عن بعضهم. ""كثر قال الناس وقيلهم""."
اصطناع		صنع	"اصطناع-اصطناع [ص ن ع] (مص. اصطنع). 1.""اصطناع آلة"" : طلب صنعها. 2.""اصطناع صنيعة"" : إحسانها. 3.""اصطناع الحياء"" : إظهار الحياء وهو منعدمه."
تصاعد		صعد	"تصاعد-تصاعد [ص ع د] (مص. تصاعد). ""الأسعار في تصاعد مستمر"" : في غلاء، في ارتفاع."
سك		سكك	"(مص. سك يسك). 1. ""سك النقود"" : ضربها، صوغها. 2. ""دار السك"": مصنع تابع للدولة يعهد إليه بسك النقود المعدنية. 3.""في طب"
ظهر		ظهر	"(مص. ظهر). 1.""حمله على ظهره"" : من مؤخر الكاهل إلى أدنى العجز عند آخره، خلاف البطن. ""حضر رجل مقوس الظهر"". 2.""وضع الأثقال على ظهر دابته"" : على أعلاها. ""ركب ظهر حماره"" ""حين كانت المدن والأقاليم لا تبلغ إلا على ظهور الإبل"". 3.""قرأ القصيدة عن ظهر قلب"" : قرأها حفظا، غيبا. 4.""قلب له ظهر المجن"" : تغير عليه وعاداه. 5.""قصم الله ظهره"" : أي أصابه بمصيبة. 6.""قلب الأمر ظهرا لبطن"" : أي أنعم تدبيره. 7.""كتب على ظهر الصفحة"" : على قفاها. 8.""ثقيل الظهر"" : كثير الأولاد، وعكسه خفيف الظهر."
سب		سبب	"سب-سب [س ب ب] (مص. سب). ""احترس من السب وقت الغضب"" : الشتم، القذف بكلمات نابية."
كيد		كيد	"كيد-كيد [ك ي د] (مص. كاد). ""دبر له كيدا"" : مكرا، خبثا، مكيدة. ""رد كيده إلى نحره""الطارق آآية 15، 16يكيدون كيدا وأكيد كيدا . (قرآن)."
تل		تلل	"(مص. تل). ""على التل"" : الهضبة، المرتفع من الأرض قليلا. ""رأى النور في دار كبيرة بنيت منعزلة فوق تل بأقصى غرب القرية"". (أحمد التوفيق)."
إسناد		سند	"إسناد-إسناد [س ن د] (مص. أسند). 1.""إسناد الظهر إلى الحائط"": الاتكاء على الحائط. 2.""الإسناد في الحديث"": هو علم نسبته. 3.""الإسناد ف"
مساعدة		سعد	"(مص. ساعد). 1.""قدم له مساعدة مالية"" : معاونة. ""كانت مساعدته في محلها"". 2.""تلقى مساعدة طبية"" : إسعافا."
ترابط		ربط	"ترابط-ترابط [ر ب ط ] (مص. تـرابـط). 1.""بينهما ترابط عميق"" : ارتباط، اتحاد، تماسك. 2.""يحافظ على ترابط أفكاره"" : على تـناسقها، تماسكها ."
تناظر		نظر	"تناظر-تناظر [ن ظ ر] (مص. تناظر). 1. ""فهم من تناظرهم أنهم يريدون الإيقاع به"" : نظر بعضهم بعضا. 2. ""تناظر النوافذ"" : تقابلها. 3. ""تناظر الجماعة"" : تجادلها وتحاجها في قضية من القضايا."
تزامن		زمن	"تزامن-تزامن [ز م ن] (مص. تزامن). ""تزامن الحدثين"" : وقوعهما في الوقت نفسه. ""تزامن الأحداث""."
محاذرة		حذر	"محاذرة-محاذرة [ح ذ ر] (مص. حاذر). ""نصحه بمحاذرة الأشرار"" : بالاحتياط والحذر..."
رفاق		رفاق	"ج: رفق، أرفقة. (مص. رافق). ""شد الناقة برفاق"" : حبل يربط به عضدها."
تمرفق		رفق	"تمرفق-تمرفق [ر ف ق] (مص. تمرفق). ""تمرفق النائم"" : اتخاذه مرفقة، أي مخذة أو متكأ."
محاولة		حول	"(مص. حاول). 1.""قام بمحاولة جديدة"" : بمسعى، باجتهاد، بجهد. ""محاولة أولى"" ""محاولة أخيرة"". 2.""محاولة اعتداء على حياته"" : تحضير مع إرادة القيام بجريمة. 3.""المحاولة والخطأ"" : التجربة."
خاصية		خصص	"خاصية-خاصية [خ ص ص] (مص. صناعي). ""خاصية الت"
سمع		سمع	"(مص. سمع). 1.""حاسة السمع"" : الأذن التي يسمع بها الإنسان والحيوان. 2.""أعاره السمع"" : أصغى إليه بانتباه. ""ألقى إليه سمعه"". 3.""سمعا وطاعة يا مولاي"" : أي أسمع سمعا وأطيع طاعة. 4.""سمعك إلي"" : أي اسمع من"
تخطي		خطو	"تخط-تخط، التخطي [خ ط و] (مص. تخطى). 1.""تخطي الحدود"" : تجاوزها، تعديها. 2.""حاول تخطي أقرانه في دراسته"" : التقدم والتفوق عليهم . 3.""له القدرة على تخطي الصعاب"" : التغلب عليها ."
اجتماع		جم.ع	"اجتماع-اجتماع [ج م. ع] (مص. اجتمع). 1.""عقدت الجمعية اجتماعها الأول"" : لقاء أعضائها للحوار والتداول في جلسة. 2.""وأخيرا تم اجتماع أفراد الأسرة"" : التئامهم. 3.""يدرس علم الاجتماع"" : علم يدرس العلاقات القائمة بين الناس وأنظمتهم وسلوكهم."
صحصحة		صحصح	"صحصحة-صحصحة [ص ح ص ح] (مص. صحصح). ""صحصحة الأمر"" : ظهوره، وضوحه."
لف		لفف	"لف-لف [ل ف ف] (مص. لف). 1.""أعياه اللف"" : الدوران، المراوغة. ""اللف والدوران"". 2.""عرف اللصوص ومن لف لفهم"" : من ك"
تآليف		ألف	Non
شف		شفف	"(مص. شف). ""لبست ثوبا شفا"" : رقيقا يظهر ما تحته."
حم		حمم	"حم-حم [ح م م] (مص. حم). 1. ""اشتد الحم"" : الحرارة. 2. ""حم الظهيرة"" : شدة حرها. 3. ""حم الشحم"" : ما أذيب منه. 4. ""حم الشيء"" : معظمه."
تشغيل		شغل	"تشغيل-تشغيل [ش غ ل] (مص. شغل). 1.""قرر تشغيله في المعمل"" : استخدامه فيه. 2."" تشغيل الآلات"" : إدارتها."
شت		شتت	"(مص. شت). ""جاءوا أشتاتا"" : متفرقين، موزعين."
تخزين		خزن	"تخزين-تخزين [خ ز ن] (مص. خزن). 1.""تخزين البضائع"" : خزنها. ""تخزي"
توفر		وفر	"توفر-توفر [و ف ر] (مص. توفر). 1.""التوفر على أعمال الخير"": صرف الهمة إليها. 2. "
بحث		بحث	"(مص. بحث). 1.""مازال البحث عن البترول مستمرا"" : التنقيب. 2.""أنجز بحثا حول الحيوانات الأليفة"" : دراسة. 3.""قضيتك تحت البحث"" : تحت الدرس. 4.""كان هدفه هو البحث عن الحقيقة"" : معرفة الحقيقة، تحريها."
دلال		دلل	"دلال-دلال [د ل ل] (صيغة فعال). ""كان صوت الدلال يعلو جميع الأصوات في السوق"" : من يعرض بضائع البائعين على عدة مشترين أمام الملإ على أن يسلمها لمن يعطي أعلى سعر."
رج		رجج	"رج-رج [ر ج ج] (مص. رج). ""حدث رج بالمدينة"" : رجة، هز، زعزعة، تحرك، زلزال.الواقعة آية 4 إذا رجت الأرض رجا (قرآن)."
إعماد		عمد	"إعماد-إعماد [ع م د] (مص. أعمد). ""إعماد البناء"" : جعل له عمادا يسند به."
عم		عمم	"(مص. عم). ""زار عمه في يوم العيد"" : أخ الأب. ""هذا ابن عمي""."
خلف		خلف	"خلف-خلف [خ ل ف] (مص. خلف). 1. ""يجري خلفه"": وراءه. 2. ""جاء من خلفه"" : فاجأه، باغته. 3. ""سار إلى الخلف"" : تأخر. 4. ""يتكلم عن رفاقه في الخلف"" : وراء ظهورهم، في الخفاء."
لجة		لجج	"لجة-لجة [ل ج ج] (المرة من لـج). ""سادت اللجة بينهم"" : الجلبة والصخب واختلاط الأصوات."
انتشار		نشر	"انتشار-انتشار [ن ش ر] (مص. انتشر). ""عرفت الآلات الإليكترونية انتشارا واسعا"" : ذيوعا، شيوعا، أي صارت موجودة في كل مكان. ""تعرف اللغة العربية انتشارا"" ""انتشار الأفكار"" ""انتشار الفساد"" ""اتخذت جميع الاحتياطات لعدم انتشار عدوى المرض الجديد"" : عدم انتقالها بين الناس."
عكس		عكس	"عكس-عكس [ع ك س] (مص. عكس). 1.""ما حدث كان عكس ما يتصور"" : نقيض، خلاف. يقال: ""عكس ذلك"" ""على العكس"" ""بالعكس"" ""العكس بالعكس"". 2.""العكس في البديع"": تقديم جزء من الكلام على جزء آخر مناقض له: ""قشور الكلام"" ""كلام القشور""."
خب		خبب	"خب-خب، خب [خ ب ب] (مص. خب). 1.""رجل خب"" : خداع. ""لا يدخل الجنة خب ولا خائن"". 2.""عمل فيه خب"" : فيه"
خط		خطط	"(مص. خط). 1. ""خط جميل"" : الكتابة ورسم الكلمات. 2. ""خط مستقيم"" (هن) : كل ما له طول يبدأ بنقطة وينتهي بنقطة لا عرض له ولا ارتفاع. 3. ""والخطوط الهندسية أنواع، منها"" : أ. ""خط نصف مستقيم"" (هن) : جزء من المستقيم محدود من جهة، ولا حد له من الجهة الأخرى. ب. ""الخط المنحني"" : ما ليس بمستقيم ولا منكسر. ج. ""الخط المنكسر"" (هن) : ما هو مؤلف من مستقيمات متتالية. 4. ""خط الاستواء"" : (جغ) خط يحيط بالأرض ويقطعها إلى نصفين متساويين : نصف شمالي ونصف جنوبي. 5. ""خط الاستواء السماوي"" (فك) : دائرة الكرة السماوية في تقاطع على محور الأرض. 6.""خط العرض"" : دائرة وهمية موازية لخط الاستواء. 7.""خط الطول"" : خطوط الزوال عمودية على خط الاستواء. 8.""خط الاعتدال"" : الخط الوهمي القائم بين خطي مدار الشمس والاستواء. 9. ""الخط البياني"" : خط يبين الارتباط بين متغيرين أو أكثر. 10. ""خط أفقي"" : ما هو ممـتد في الأفق. 11. ""خط عمودي"" : ما هو قائم. 12. ""خط أنابيب"" : أنابيب مجوفة تنقل النفط والغاز ونحوهما. 13.""خط السك"
احتياط		حوط	"احتياط-احتياط [ح و ط] (مص. احتاط). ""احتفظ بقدر من المال احتياطا لظروف طارئة"" : استدراكا لما قد يحدث، تحسبا لظروف طارئة. ""فعل ذلك على سبيل الاحتياط ""."
إصدار		صدر	"(مص. أصدر). 1.""إصدار أمر"" : إعلانه، إبلاغه. 2.""كتاب من إصدار دار النشر كذا"": من"
توافق		وفق	"توافق-توافق [و ف ق] (مص. توافق). ""بين"
توازن		وزن	"توازن-توازن [و زن] (مص. توازن). 1. ""تميزت المباراة بتوازن قوة الفريقين"" : بتساويها، بتعادلها. 2. ""فقد توازنه ف"
حيز		حيز	"حيز-حيز [ح و ز]. 1. ""لازم حيزك"" : مكانك. 2. ""حيز من الدار"" : ما هو ملحق بها. 3. ""هذا المشروع في حيز التنفيذ"" : في طريق التنفيذ. 4. ""يعيش في حيزه"" : في كنفه، في حيازته. 5.""ظهر إلى حيز الوجود"" : إلى مجال الواقع. 6.""هذا ليس في حيز الإمكان"" : ليس في حدود الإمكان."
دفعة		دفع	"دفعة-دفعة [د ف ع] (المرة من دفع). 1. ""توصل بالدفعة الأولى من البضاعة"" : الحصة، الجزء. 2. ""قدم دفعة من الحساب"" : أي حصة من المال، قسطا. ""الدفعة الثانية من الدين""."
دفع		دفع	"دفع-دفع [د ف ع] (مص. دفع). 1. ""قام بدفع ما عليه من ديون"" : أداء ما عليه. ""دفع الحساب"". 2. ""دفع الشيء"": تنحيته، إزالته بقوة.البقرة آية 251 ولولا دفع الله الناس بعضهم ببعض لفسدت الأرض (قرآن)."
عبودية		عبد	"عبودية-عبودية [ع ب د] (مص. عبد). ""انتهى عهد العبودية"": حالة العبيد المحرومين"
